date,city,location,restaurant,dish_name,price,units_sold,weather_condition
2024-03-30,Delhi,Lajpat Nagar,The Spice Route,North Indian Thali,200,27,Cloudy
2024-06-27,Delhi,Vasant Kunj,Biryani Blues,Chicken Biryani,250,137,Sunny
2024-04-02,Delhi,Dwarka,The Spice Route,Momos,100,120,Sunny
2024-02-16,Delhi,Chandni Chowk,Local Zaika,Dal Makhani,180,25,Cool
2024-04-30,Delhi,Vasant Kunj,Delhi Darbar,North Indian Thali,200,116,Humid
2024-04-07,Delhi,Karol Bagh,Flavors of Delhi,Dal Makhani,180,114,Cool
2024-05-24,Delhi,Vasant Kunj,Haldiram's,Rajma Chawal,140,128,Cool
2024-04-15,Delhi,Saket,Haldiram's,Butter Naan,40,129,Rainy
2024-04-14,Delhi,Saket,Punjab Grill,Paneer Butter Masala,220,41,Sunny
2024-06-08,Delhi,Vasant Kunj,Biryani Blues,Dal Makhani,180,106,Cool
2024-06-18,Delhi,Dwarka,Delhi Darbar,Aloo Tikki,80,29,Rainy
2024-02-13,Delhi,Connaught Place,The Spice Route,Chicken Biryani,250,122,Humid
2024-05-20,Delhi,Lajpat Nagar,Flavors of Delhi,Dal Makhani,180,73,Rainy
2024-03-27,Delhi,Karol Bagh,Punjab Grill,Rajma Chawal,140,21,Cool
2024-01-05,Delhi,Connaught Place,Flavors of Delhi,Butter Naan,40,133,Cool
2024-04-13,Delhi,Hauz Khas,Delhi Darbar,Paneer Butter Masala,220,107,Rainy
2024-06-18,Delhi,Chandni Chowk,The Spice Route,Dal Makhani,180,136,Cloudy
2024-04-10,Delhi,Lajpat Nagar,The Spice Route,Amritsari Kulcha,160,84,Cool
2024-03-30,Delhi,Janakpuri,Punjab Grill,Amritsari Kulcha,160,124,Sunny
2024-04-29,Delhi,Saket,Local Zaika,Dal Makhani,180,74,Cool
2024-06-16,Delhi,Connaught Place,Delhi Darbar,Dal Makhani,180,49,Humid
2024-01-10,Delhi,Janakpuri,The Spice Route,North Indian Thali,200,109,Sunny
2024-03-29,Delhi,Lajpat Nagar,Zaika-e-Dilli,Chole Bhature,120,25,Sunny
2024-02-26,Delhi,Chandni Chowk,The Spice Route,Aloo Tikki,80,28,Rainy
2024-05-09,Delhi,Janakpuri,Punjab Grill,Butter Naan,40,88,Sunny
2024-05-16,Delhi,Vasant Kunj,Haldiram's,Dal Makhani,180,95,Humid
2024-04-01,Delhi,Vasant Kunj,Delhi Darbar,Paneer Butter Masala,220,115,Cloudy
2024-02-16,Delhi,Dwarka,Zaika-e-Dilli,Butter Naan,40,63,Humid
2024-05-24,Delhi,Hauz Khas,Flavors of Delhi,Chicken Biryani,250,81,Sunny
2024-06-02,Delhi,Karol Bagh,Haldiram's,Butter Naan,40,124,Sunny
2024-02-01,Delhi,Lajpat Nagar,The Spice Route,Aloo Tikki,80,12,Cloudy
2024-05-07,Delhi,Hauz Khas,Haldiram's,Butter Naan,40,56,Cloudy
2024-02-19,Delhi,Dwarka,Flavors of Delhi,Chole Bhature,120,85,Rainy
2024-06-14,Delhi,Lajpat Nagar,Biryani Blues,Aloo Tikki,80,143,Sunny
2024-05-09,Delhi,Dwarka,Zaika-e-Dilli,Rajma Chawal,140,96,Sunny
2024-01-15,Delhi,Connaught Place,Zaika-e-Dilli,Paneer Butter Masala,220,132,Humid
2024-05-04,Delhi,Chandni Chowk,Local Zaika,Dal Makhani,180,53,Rainy
2024-06-22,Delhi,Connaught Place,Flavors of Delhi,North Indian Thali,200,140,Rainy
2024-04-06,Delhi,Karol Bagh,Punjab Grill,Chole Bhature,120,66,Cloudy
2024-04-08,Delhi,Hauz Khas,Haldiram's,Amritsari Kulcha,160,131,Cloudy
2024-02-26,Delhi,Vasant Kunj,Punjab Grill,Chole Bhature,120,142,Humid
2024-04-10,Delhi,Janakpuri,Flavors of Delhi,Butter Naan,40,126,Cloudy
2024-01-31,Delhi,Connaught Place,Biryani Blues,Chole Bhature,120,129,Sunny
2024-03-30,Delhi,Hauz Khas,Zaika-e-Dilli,Chole Bhature,120,10,Sunny
2024-03-04,Delhi,Karol Bagh,Biryani Blues,Momos,100,59,Humid
2024-02-15,Delhi,Chandni Chowk,The Spice Route,Paneer Butter Masala,220,30,Rainy
2024-03-09,Delhi,Chandni Chowk,Biryani Blues,Dal Makhani,180,135,Cloudy
2024-01-20,Delhi,Hauz Khas,Delhi Darbar,Paneer Butter Masala,220,113,Cool
2024-03-25,Delhi,Vasant Kunj,Biryani Blues,Butter Naan,40,109,Cloudy
2024-01-28,Delhi,Rohini,Zaika-e-Dilli,Paneer Butter Masala,220,60,Cloudy
2024-02-09,Delhi,Karol Bagh,Biryani Blues,Amritsari Kulcha,160,86,Cloudy
2024-05-20,Delhi,Lajpat Nagar,Haldiram's,Dal Makhani,180,15,Cloudy
2024-03-28,Delhi,Dwarka,Punjab Grill,Momos,100,96,Cloudy
2024-06-17,Delhi,Janakpuri,Delhi Darbar,Paneer Butter Masala,220,80,Cloudy
2024-05-10,Delhi,Rohini,Zaika-e-Dilli,Paneer Butter Masala,220,98,Humid
2024-02-29,Delhi,Saket,Punjab Grill,North Indian Thali,200,86,Cloudy
2024-01-16,Delhi,Dwarka,Delhi Darbar,Momos,100,58,Rainy
2024-03-04,Delhi,Rohini,Punjab Grill,Paneer Butter Masala,220,143,Rainy
2024-01-12,Delhi,Vasant Kunj,Zaika-e-Dilli,Chicken Biryani,250,33,Cloudy
2024-01-25,Delhi,Connaught Place,The Spice Route,Rajma Chawal,140,150,Sunny
2024-05-31,Delhi,Hauz Khas,Biryani Blues,Amritsari Kulcha,160,127,Cool
2024-06-14,Delhi,Dwarka,The Spice Route,North Indian Thali,200,25,Cool
2024-01-10,Delhi,Vasant Kunj,Delhi Darbar,Chicken Biryani,250,108,Cloudy
2024-01-04,Delhi,Vasant Kunj,Zaika-e-Dilli,Amritsari Kulcha,160,86,Humid
2024-04-14,Delhi,Connaught Place,Delhi Darbar,Paneer Butter Masala,220,18,Humid
2024-03-10,Delhi,Chandni Chowk,Zaika-e-Dilli,Dal Makhani,180,26,Rainy
2024-06-20,Delhi,Chandni Chowk,Flavors of Delhi,Aloo Tikki,80,78,Cloudy
2024-02-06,Delhi,Vasant Kunj,Haldiram's,Paneer Butter Masala,220,145,Cool
2024-02-11,Delhi,Saket,The Spice Route,Paneer Butter Masala,220,53,Cool
2024-02-16,Delhi,Lajpat Nagar,Delhi Darbar,Butter Naan,40,89,Sunny
2024-03-17,Delhi,Janakpuri,Biryani Blues,Butter Naan,40,119,Cloudy
2024-05-09,Delhi,Dwarka,Delhi Darbar,Rajma Chawal,140,112,Cool
2024-04-12,Delhi,Rohini,Flavors of Delhi,Chicken Biryani,250,94,Cool
2024-01-10,Delhi,Vasant Kunj,Haldiram's,Momos,100,75,Humid
2024-05-28,Delhi,Saket,Flavors of Delhi,Aloo Tikki,80,35,Cool
2024-05-16,Delhi,Chandni Chowk,Haldiram's,Chole Bhature,120,79,Cloudy
2024-05-03,Delhi,Karol Bagh,Biryani Blues,North Indian Thali,200,22,Cloudy
2024-01-21,Delhi,Karol Bagh,Punjab Grill,North Indian Thali,200,33,Cloudy
2024-02-15,Delhi,Janakpuri,Zaika-e-Dilli,Aloo Tikki,80,34,Sunny
2024-06-15,Delhi,Hauz Khas,The Spice Route,Momos,100,96,Humid
2024-05-16,Delhi,Karol Bagh,Haldiram's,Rajma Chawal,140,129,Sunny
2024-03-11,Delhi,Janakpuri,The Spice Route,North Indian Thali,200,29,Rainy
2024-02-04,Delhi,Rohini,The Spice Route,Momos,100,124,Rainy
2024-03-29,Delhi,Rohini,Punjab Grill,Momos,100,32,Rainy
2024-03-04,Delhi,Chandni Chowk,Zaika-e-Dilli,Dal Makhani,180,54,Cloudy
2024-03-09,Delhi,Connaught Place,Zaika-e-Dilli,Chole Bhature,120,135,Rainy
2024-06-09,Delhi,Vasant Kunj,Flavors of Delhi,Momos,100,24,Sunny
2024-04-30,Delhi,Dwarka,Zaika-e-Dilli,Aloo Tikki,80,90,Humid
2024-01-25,Delhi,Vasant Kunj,Biryani Blues,Butter Naan,40,143,Cool
2024-02-25,Delhi,Karol Bagh,Delhi Darbar,Dal Makhani,180,140,Sunny
2024-04-21,Delhi,Lajpat Nagar,The Spice Route,Butter Naan,40,140,Humid
2024-04-24,Delhi,Connaught Place,Delhi Darbar,Rajma Chawal,140,103,Cool
2024-04-14,Delhi,Connaught Place,Flavors of Delhi,Dal Makhani,180,139,Rainy
2024-05-31,Delhi,Dwarka,Delhi Darbar,Rajma Chawal,140,36,Rainy
2024-05-11,Delhi,Karol Bagh,Punjab Grill,Chole Bhature,120,103,Cloudy
2024-04-29,Delhi,Janakpuri,Biryani Blues,Amritsari Kulcha,160,102,Humid
2024-03-20,Delhi,Hauz Khas,Punjab Grill,Butter Naan,40,108,Cloudy
2024-06-14,Delhi,Vasant Kunj,Flavors of Delhi,Paneer Butter Masala,220,127,Rainy
2024-05-11,Delhi,Rohini,Local Zaika,Aloo Tikki,80,32,Rainy
2024-03-08,Delhi,Lajpat Nagar,Biryani Blues,Paneer Butter Masala,220,10,Cloudy
2024-06-05,Delhi,Hauz Khas,The Spice Route,Momos,100,40,Cool
2024-06-25,Delhi,Chandni Chowk,The Spice Route,Chole Bhature,120,52,Rainy
2024-04-07,Delhi,Connaught Place,Zaika-e-Dilli,Chicken Biryani,250,29,Sunny
2024-03-01,Delhi,Saket,Zaika-e-Dilli,Paneer Butter Masala,220,54,Sunny
2024-01-08,Delhi,Connaught Place,Flavors of Delhi,Chicken Biryani,250,63,Sunny
2024-01-30,Delhi,Chandni Chowk,Local Zaika,Aloo Tikki,80,110,Rainy
2024-01-06,Delhi,Janakpuri,Zaika-e-Dilli,Chole Bhature,120,25,Rainy
2024-05-05,Delhi,Connaught Place,Delhi Darbar,Momos,100,13,Sunny
2024-06-21,Delhi,Janakpuri,Zaika-e-Dilli,Amritsari Kulcha,160,39,Sunny
2024-05-24,Delhi,Hauz Khas,Local Zaika,Momos,100,48,Sunny
2024-05-05,Delhi,Chandni Chowk,Haldiram's,North Indian Thali,200,120,Cool
2024-03-27,Delhi,Hauz Khas,Biryani Blues,Dal Makhani,180,72,Cool
2024-03-13,Delhi,Saket,Punjab Grill,Rajma Chawal,140,132,Rainy
2024-02-27,Delhi,Vasant Kunj,The Spice Route,Butter Naan,40,141,Sunny
2024-01-15,Delhi,Saket,Punjab Grill,Rajma Chawal,140,68,Sunny
2024-01-10,Delhi,Rohini,Delhi Darbar,Aloo Tikki,80,35,Cool
2024-05-19,Delhi,Karol Bagh,Flavors of Delhi,Amritsari Kulcha,160,31,Rainy
2024-02-27,Delhi,Saket,Zaika-e-Dilli,Amritsari Kulcha,160,30,Cool
2024-04-17,Delhi,Saket,The Spice Route,Rajma Chawal,140,69,Cloudy
2024-01-14,Delhi,Karol Bagh,Delhi Darbar,Rajma Chawal,140,101,Cloudy
2024-03-24,Delhi,Dwarka,Local Zaika,North Indian Thali,200,124,Cloudy
2024-05-20,Delhi,Chandni Chowk,Delhi Darbar,Dal Makhani,180,16,Rainy
2024-02-04,Delhi,Janakpuri,The Spice Route,Momos,100,60,Cool
2024-04-18,Delhi,Janakpuri,Zaika-e-Dilli,Amritsari Kulcha,160,79,Humid
2024-02-28,Delhi,Karol Bagh,Delhi Darbar,Amritsari Kulcha,160,22,Cool
2024-05-20,Delhi,Saket,Biryani Blues,Chicken Biryani,250,122,Sunny
2024-06-04,Delhi,Rohini,Haldiram's,Rajma Chawal,140,54,Sunny
2024-01-23,Delhi,Rohini,Flavors of Delhi,Paneer Butter Masala,220,19,Sunny
2024-05-16,Delhi,Chandni Chowk,Delhi Darbar,Rajma Chawal,140,140,Cloudy
2024-02-19,Delhi,Saket,Haldiram's,Chicken Biryani,250,115,Sunny
2024-04-02,Delhi,Vasant Kunj,Local Zaika,Paneer Butter Masala,220,18,Rainy
2024-01-17,Delhi,Dwarka,Punjab Grill,Butter Naan,40,10,Humid
2024-02-26,Delhi,Rohini,Punjab Grill,Momos,100,22,Cool
2024-05-25,Delhi,Vasant Kunj,Zaika-e-Dilli,Momos,100,32,Rainy
2024-04-21,Delhi,Lajpat Nagar,Flavors of Delhi,Chicken Biryani,250,107,Rainy
2024-04-09,Delhi,Vasant Kunj,The Spice Route,Momos,100,89,Cool
2024-03-23,Delhi,Karol Bagh,Flavors of Delhi,North Indian Thali,200,77,Cool
2024-01-22,Delhi,Saket,Delhi Darbar,Dal Makhani,180,149,Humid
2024-04-19,Delhi,Janakpuri,Delhi Darbar,Amritsari Kulcha,160,149,Cool
2024-05-16,Delhi,Hauz Khas,The Spice Route,North Indian Thali,200,16,Humid
2024-03-13,Delhi,Saket,Punjab Grill,Butter Naan,40,114,Sunny
2024-03-22,Delhi,Lajpat Nagar,Zaika-e-Dilli,Aloo Tikki,80,69,Rainy
2024-02-16,Delhi,Lajpat Nagar,Haldiram's,Aloo Tikki,80,101,Humid
2024-04-23,Delhi,Rohini,Punjab Grill,Rajma Chawal,140,140,Sunny
2024-04-26,Delhi,Lajpat Nagar,Biryani Blues,Amritsari Kulcha,160,131,Cool
2024-03-07,Delhi,Chandni Chowk,Delhi Darbar,Amritsari Kulcha,160,56,Cloudy
2024-06-28,Delhi,Connaught Place,Delhi Darbar,Butter Naan,40,116,Rainy
2024-05-20,Delhi,Karol Bagh,Punjab Grill,Chicken Biryani,250,103,Cloudy
2024-02-05,Delhi,Rohini,The Spice Route,Amritsari Kulcha,160,97,Humid
2024-06-21,Delhi,Saket,Punjab Grill,Rajma Chawal,140,23,Cloudy
2024-04-28,Delhi,Karol Bagh,Flavors of Delhi,Aloo Tikki,80,122,Cool
2024-04-02,Delhi,Karol Bagh,Local Zaika,Butter Naan,40,18,Sunny
2024-05-15,Delhi,Dwarka,Punjab Grill,Paneer Butter Masala,220,86,Humid
2024-01-17,Delhi,Saket,Punjab Grill,Dal Makhani,180,99,Cool
2024-01-15,Delhi,Karol Bagh,Haldiram's,Chicken Biryani,250,131,Cool
2024-06-22,Delhi,Saket,The Spice Route,Rajma Chawal,140,10,Sunny
2024-03-30,Delhi,Rohini,Biryani Blues,Momos,100,80,Cloudy
2024-02-18,Delhi,Chandni Chowk,Biryani Blues,Dal Makhani,180,111,Cloudy
2024-03-05,Delhi,Rohini,Local Zaika,Aloo Tikki,80,130,Sunny
2024-06-03,Delhi,Lajpat Nagar,Delhi Darbar,Momos,100,13,Humid
2024-03-11,Delhi,Janakpuri,Flavors of Delhi,Paneer Butter Masala,220,105,Humid
2024-05-23,Delhi,Janakpuri,Haldiram's,Momos,100,114,Sunny
2024-03-27,Delhi,Lajpat Nagar,Biryani Blues,Dal Makhani,180,44,Humid
2024-01-22,Delhi,Dwarka,Local Zaika,Aloo Tikki,80,34,Cool
2024-04-19,Delhi,Janakpuri,Punjab Grill,North Indian Thali,200,112,Humid
2024-02-12,Delhi,Rohini,The Spice Route,North Indian Thali,200,114,Rainy
2024-01-03,Delhi,Vasant Kunj,Zaika-e-Dilli,Dal Makhani,180,84,Rainy
2024-05-24,Delhi,Dwarka,Local Zaika,Chicken Biryani,250,110,Cloudy
2024-03-07,Delhi,Vasant Kunj,Delhi Darbar,Rajma Chawal,140,118,Cloudy
2024-04-10,Delhi,Saket,Flavors of Delhi,Amritsari Kulcha,160,126,Cool
2024-04-03,Delhi,Rohini,Delhi Darbar,Chicken Biryani,250,62,Rainy
2024-06-10,Delhi,Saket,Zaika-e-Dilli,Chole Bhature,120,28,Cloudy
2024-04-20,Delhi,Dwarka,Zaika-e-Dilli,Dal Makhani,180,131,Cool
2024-03-16,Delhi,Karol Bagh,Zaika-e-Dilli,Paneer Butter Masala,220,25,Cloudy
2024-01-16,Delhi,Connaught Place,Haldiram's,Paneer Butter Masala,220,112,Cloudy
2024-03-25,Delhi,Janakpuri,The Spice Route,Amritsari Kulcha,160,33,Rainy
2024-03-31,Delhi,Chandni Chowk,Biryani Blues,Aloo Tikki,80,148,Cloudy
2024-05-30,Delhi,Hauz Khas,Delhi Darbar,Aloo Tikki,80,117,Humid
2024-04-21,Delhi,Dwarka,Biryani Blues,Aloo Tikki,80,74,Cloudy
2024-06-04,Delhi,Chandni Chowk,Delhi Darbar,Rajma Chawal,140,30,Sunny
2024-05-12,Delhi,Lajpat Nagar,Flavors of Delhi,Aloo Tikki,80,99,Cloudy
2024-01-20,Delhi,Connaught Place,Flavors of Delhi,Rajma Chawal,140,19,Cool
2024-04-24,Delhi,Karol Bagh,Flavors of Delhi,Butter Naan,40,27,Rainy
2024-03-12,Delhi,Janakpuri,Punjab Grill,Paneer Butter Masala,220,120,Rainy
2024-03-06,Delhi,Lajpat Nagar,Flavors of Delhi,Chicken Biryani,250,41,Cool
2024-04-01,Delhi,Hauz Khas,Local Zaika,Paneer Butter Masala,220,28,Sunny
2024-02-18,Delhi,Janakpuri,Biryani Blues,Aloo Tikki,80,131,Cool
2024-04-20,Delhi,Karol Bagh,The Spice Route,Amritsari Kulcha,160,27,Rainy
2024-01-24,Delhi,Rohini,Haldiram's,Amritsari Kulcha,160,15,Cloudy
2024-01-03,Delhi,Chandni Chowk,Haldiram's,Momos,100,35,Cloudy
2024-06-04,Delhi,Dwarka,Haldiram's,North Indian Thali,200,145,Humid
2024-03-16,Delhi,Connaught Place,Haldiram's,Chicken Biryani,250,122,Cloudy
2024-03-11,Delhi,Hauz Khas,Haldiram's,Chicken Biryani,250,38,Humid
2024-05-11,Delhi,Vasant Kunj,Delhi Darbar,Dal Makhani,180,26,Rainy
2024-04-20,Delhi,Hauz Khas,Flavors of Delhi,Amritsari Kulcha,160,80,Rainy
2024-05-27,Delhi,Rohini,Zaika-e-Dilli,Rajma Chawal,140,63,Rainy
2024-05-20,Delhi,Janakpuri,Zaika-e-Dilli,Butter Naan,40,142,Humid
2024-01-08,Delhi,Rohini,The Spice Route,Butter Naan,40,104,Cool
2024-04-27,Delhi,Connaught Place,The Spice Route,Aloo Tikki,80,135,Sunny
2024-03-26,Delhi,Lajpat Nagar,Flavors of Delhi,Amritsari Kulcha,160,74,Rainy
2024-02-12,Delhi,Vasant Kunj,Delhi Darbar,Rajma Chawal,140,116,Cool
2024-02-29,Delhi,Connaught Place,Punjab Grill,Paneer Butter Masala,220,54,Humid
2024-03-10,Delhi,Saket,Delhi Darbar,Amritsari Kulcha,160,133,Sunny
2024-04-22,Delhi,Vasant Kunj,Zaika-e-Dilli,Dal Makhani,180,78,Humid
2024-05-01,Delhi,Janakpuri,Punjab Grill,Rajma Chawal,140,45,Cool
2024-04-26,Delhi,Saket,Delhi Darbar,Chicken Biryani,250,98,Humid
2024-06-17,Delhi,Rohini,The Spice Route,Paneer Butter Masala,220,88,Humid
2024-01-09,Delhi,Chandni Chowk,The Spice Route,Paneer Butter Masala,220,142,Sunny
2024-05-25,Delhi,Connaught Place,Delhi Darbar,Chicken Biryani,250,51,Rainy
2024-04-23,Delhi,Saket,The Spice Route,Amritsari Kulcha,160,147,Sunny
2024-01-19,Delhi,Chandni Chowk,Punjab Grill,Paneer Butter Masala,220,143,Humid
2024-01-26,Delhi,Karol Bagh,Zaika-e-Dilli,Rajma Chawal,140,136,Cool
2024-06-18,Delhi,Lajpat Nagar,Haldiram's,Rajma Chawal,140,119,Humid
2024-06-09,Delhi,Janakpuri,Haldiram's,North Indian Thali,200,33,Humid
2024-01-03,Delhi,Dwarka,Flavors of Delhi,Aloo Tikki,80,85,Rainy
2024-06-12,Delhi,Karol Bagh,Flavors of Delhi,Amritsari Kulcha,160,141,Humid
2024-01-07,Delhi,Saket,The Spice Route,North Indian Thali,200,96,Sunny
2024-02-16,Delhi,Vasant Kunj,Punjab Grill,Momos,100,49,Cool
2024-01-22,Delhi,Dwarka,The Spice Route,Aloo Tikki,80,21,Cool
2024-02-09,Delhi,Janakpuri,Punjab Grill,North Indian Thali,200,149,Sunny
2024-04-08,Delhi,Connaught Place,Biryani Blues,Momos,100,76,Humid
2024-01-20,Delhi,Rohini,The Spice Route,Butter Naan,40,148,Humid
2024-03-22,Delhi,Lajpat Nagar,Local Zaika,North Indian Thali,200,98,Sunny
2024-01-20,Delhi,Vasant Kunj,Zaika-e-Dilli,Butter Naan,40,88,Cool
2024-03-18,Delhi,Saket,Punjab Grill,Chicken Biryani,250,15,Cool
2024-01-31,Delhi,Vasant Kunj,The Spice Route,Momos,100,63,Humid
2024-06-16,Delhi,Dwarka,Haldiram's,Butter Naan,40,148,Sunny
2024-04-08,Delhi,Rohini,The Spice Route,Amritsari Kulcha,160,108,Humid
2024-03-01,Delhi,Janakpuri,Haldiram's,Rajma Chawal,140,40,Cloudy
2024-01-15,Delhi,Hauz Khas,Zaika-e-Dilli,North Indian Thali,200,94,Rainy
2024-06-20,Delhi,Janakpuri,Zaika-e-Dilli,Paneer Butter Masala,220,28,Cloudy
2024-05-26,Delhi,Chandni Chowk,The Spice Route,Chicken Biryani,250,132,Sunny
2024-05-06,Delhi,Dwarka,Local Zaika,Butter Naan,40,135,Sunny
2024-04-07,Delhi,Lajpat Nagar,Delhi Darbar,Chole Bhature,120,129,Humid
2024-01-20,Delhi,Vasant Kunj,Punjab Grill,North Indian Thali,200,24,Cloudy
2024-01-21,Delhi,Dwarka,Zaika-e-Dilli,Rajma Chawal,140,120,Sunny
2024-05-04,Delhi,Janakpuri,Zaika-e-Dilli,Paneer Butter Masala,220,128,Cloudy
2024-05-16,Delhi,Janakpuri,Punjab Grill,Amritsari Kulcha,160,61,Rainy
2024-06-10,Delhi,Connaught Place,Haldiram's,Paneer Butter Masala,220,49,Rainy
2024-03-05,Delhi,Rohini,Delhi Darbar,Dal Makhani,180,91,Cool
2024-06-27,Delhi,Dwarka,The Spice Route,Paneer Butter Masala,220,140,Cool
2024-01-09,Delhi,Hauz Khas,Flavors of Delhi,Butter Naan,40,34,Cool
2024-01-24,Delhi,Chandni Chowk,Punjab Grill,Momos,100,40,Sunny
2024-05-09,Delhi,Rohini,Biryani Blues,Aloo Tikki,80,143,Humid
2024-03-21,Delhi,Dwarka,Biryani Blues,Aloo Tikki,80,78,Sunny
2024-05-10,Delhi,Karol Bagh,Haldiram's,Amritsari Kulcha,160,29,Sunny
2024-06-15,Delhi,Lajpat Nagar,Delhi Darbar,Paneer Butter Masala,220,10,Humid
2024-01-14,Delhi,Saket,Haldiram's,Paneer Butter Masala,220,11,Humid
2024-03-09,Delhi,Karol Bagh,Haldiram's,Aloo Tikki,80,104,Cloudy
2024-01-28,Delhi,Karol Bagh,The Spice Route,Paneer Butter Masala,220,88,Humid
2024-03-15,Delhi,Vasant Kunj,The Spice Route,Dal Makhani,180,62,Humid
2024-02-16,Delhi,Rohini,Biryani Blues,Aloo Tikki,80,119,Rainy
2024-01-23,Delhi,Chandni Chowk,The Spice Route,Momos,100,133,Cloudy
2024-01-09,Delhi,Janakpuri,Punjab Grill,Chicken Biryani,250,95,Rainy
2024-05-26,Delhi,Saket,Delhi Darbar,Paneer Butter Masala,220,115,Cloudy
2024-04-12,Delhi,Saket,Delhi Darbar,Rajma Chawal,140,139,Sunny
2024-02-04,Delhi,Karol Bagh,Haldiram's,Paneer Butter Masala,220,36,Humid
2024-02-02,Delhi,Connaught Place,Zaika-e-Dilli,Paneer Butter Masala,220,39,Cloudy
2024-01-09,Delhi,Janakpuri,Haldiram's,Rajma Chawal,140,55,Cloudy
2024-03-06,Delhi,Chandni Chowk,Punjab Grill,Paneer Butter Masala,220,74,Cool
2024-01-10,Delhi,Janakpuri,The Spice Route,Chole Bhature,120,83,Humid
2024-05-30,Delhi,Lajpat Nagar,Biryani Blues,Amritsari Kulcha,160,43,Cloudy
2024-03-05,Delhi,Vasant Kunj,Delhi Darbar,Dal Makhani,180,107,Rainy
2024-03-17,Delhi,Rohini,Delhi Darbar,Paneer Butter Masala,220,136,Cool
2024-01-14,Delhi,Vasant Kunj,The Spice Route,Rajma Chawal,140,136,Rainy
2024-03-09,Delhi,Connaught Place,The Spice Route,Chicken Biryani,250,123,Humid
2024-04-05,Delhi,Lajpat Nagar,Biryani Blues,Butter Naan,40,145,Rainy
2024-04-24,Delhi,Hauz Khas,Delhi Darbar,Momos,100,129,Sunny
2024-06-29,Delhi,Karol Bagh,Punjab Grill,Butter Naan,40,73,Sunny
2024-05-06,Delhi,Saket,Haldiram's,Momos,100,129,Cool
2024-03-25,Delhi,Janakpuri,Local Zaika,Dal Makhani,180,30,Cloudy
2024-05-20,Delhi,Vasant Kunj,Local Zaika,Rajma Chawal,140,108,Rainy
2024-03-13,Delhi,Connaught Place,Haldiram's,Amritsari Kulcha,160,90,Cloudy
2024-04-16,Delhi,Rohini,The Spice Route,Rajma Chawal,140,66,Humid
2024-01-31,Delhi,Saket,Zaika-e-Dilli,Butter Naan,40,77,Cool
2024-04-04,Delhi,Vasant Kunj,Delhi Darbar,Chicken Biryani,250,45,Sunny
2024-04-09,Delhi,Dwarka,Punjab Grill,Paneer Butter Masala,220,147,Humid
2024-01-05,Delhi,Connaught Place,Haldiram's,North Indian Thali,200,107,Sunny
2024-04-05,Delhi,Janakpuri,Local Zaika,Aloo Tikki,80,41,Cloudy
2024-03-03,Delhi,Vasant Kunj,Delhi Darbar,Amritsari Kulcha,160,143,Humid
2024-04-06,Delhi,Hauz Khas,Delhi Darbar,Amritsari Kulcha,160,144,Humid
2024-04-13,Delhi,Lajpat Nagar,Flavors of Delhi,Momos,100,104,Rainy
2024-04-19,Delhi,Saket,Zaika-e-Dilli,Butter Naan,40,109,Rainy
2024-03-24,Delhi,Janakpuri,Haldiram's,North Indian Thali,200,122,Rainy
2024-06-21,Delhi,Dwarka,Haldiram's,Paneer Butter Masala,220,132,Humid
2024-04-06,Delhi,Dwarka,Local Zaika,Butter Naan,40,131,Rainy
2024-04-18,Delhi,Dwarka,Biryani Blues,Chole Bhature,120,111,Cloudy
2024-05-08,Delhi,Chandni Chowk,The Spice Route,Rajma Chawal,140,25,Sunny
2024-02-27,Delhi,Rohini,Punjab Grill,Chole Bhature,120,134,Humid
2024-03-08,Delhi,Hauz Khas,Biryani Blues,Rajma Chawal,140,37,Cloudy
2024-03-20,Delhi,Rohini,Haldiram's,Paneer Butter Masala,220,34,Humid
2024-05-21,Delhi,Rohini,Local Zaika,Butter Naan,40,125,Sunny
2024-02-17,Delhi,Saket,Delhi Darbar,Dal Makhani,180,46,Rainy
2024-01-26,Delhi,Lajpat Nagar,Local Zaika,Paneer Butter Masala,220,84,Humid
2024-06-12,Delhi,Saket,Haldiram's,Chole Bhature,120,120,Cool
2024-04-19,Delhi,Saket,The Spice Route,Dal Makhani,180,95,Sunny
2024-05-23,Delhi,Saket,Biryani Blues,Amritsari Kulcha,160,12,Sunny
2024-02-02,Delhi,Saket,The Spice Route,Dal Makhani,180,25,Humid
2024-01-05,Delhi,Rohini,Zaika-e-Dilli,Momos,100,64,Cloudy
2024-01-02,Delhi,Karol Bagh,Haldiram's,Dal Makhani,180,106,Cool
2024-06-14,Delhi,Chandni Chowk,The Spice Route,Chicken Biryani,250,122,Cloudy
2024-05-06,Delhi,Hauz Khas,Zaika-e-Dilli,Paneer Butter Masala,220,45,Sunny
2024-05-24,Delhi,Hauz Khas,Zaika-e-Dilli,North Indian Thali,200,68,Sunny
2024-02-11,Delhi,Dwarka,Punjab Grill,Chole Bhature,120,122,Humid
2024-05-23,Delhi,Rohini,Biryani Blues,Dal Makhani,180,42,Sunny
2024-06-15,Delhi,Saket,Zaika-e-Dilli,Aloo Tikki,80,51,Rainy
2024-02-06,Delhi,Dwarka,Delhi Darbar,North Indian Thali,200,86,Sunny
2024-06-04,Delhi,Dwarka,Local Zaika,Chicken Biryani,250,79,Humid
2024-05-02,Delhi,Connaught Place,Biryani Blues,Butter Naan,40,75,Cool
2024-06-16,Delhi,Saket,The Spice Route,Butter Naan,40,85,Cloudy
